customer_id,signup_date,account_age_months,plan,industry,region,seats,active_users_ratio,monthly_logins,feature_usage_score,support_tickets,avg_response_time_hours,billing_delay_days,mrr_usd,nps,churn
CUST-00489,2023-10-05,30,Starter,Services,APAC,8,0.611,45,58.5,6,9.0,1,41.8,23,0
CUST-00490,2023-02-24,37,Starter,Retail,EU,8,0.531,58,51.8,3,9.9,3,58.82,36,0
CUST-00491,2023-01-15,39,Pro,Retail,APAC,15,0.644,59,56.7,4,12.6,4,129.76,22,0
CUST-00492,2021-10-30,53,Business,Healthcare,NA,59,0.664,47,44.1,4,9.5,0,630.09,56,0
CUST-00493,2022-06-02,46,Starter,Services,EU,7,0.275,43,71.5,2,10.1,4,54.88,41,0
CUST-00494,2021-05-02,59,Business,Services,LATAM,89,0.679,64,84.6,2,6.5,2,573.93,29,0
CUST-00495,2022-02-11,50,Pro,Education,NA,6,0.888,70,83.9,1,5.2,2,137.33,55,0
CUST-00496,2022-12-09,40,Pro,Education,EU,28,0.791,80,58.6,1,7.6,1,173.45,74,0
CUST-00497,2022-03-11,49,Pro,Services,LATAM,12,0.741,53,72.3,1,7.7,0,157.38,85,0
CUST-00498,2023-07-14,33,Starter,Services,LATAM,8,0.467,45,82.7,4,9.6,3,57.15,21,0
CUST-00499,2023-10-21,29,Starter,Services,APAC,5,0.868,91,88.2,2,9.4,5,45.18,100,0
CUST-00500,2022-11-05,41,Business,Manufacturing,LATAM,30,0.857,67,92.9,1,3.4,2,406.32,47,0
CUST-00501,2022-02-14,50,Starter,Retail,EU,1,0.708,40,100.0,3,8.0,1,48.6,24,0
CUST-00502,2021-12-31,51,Enterprise,Services,LATAM,411,0.45,65,73.9,1,9.0,0,2088.88,84,0
CUST-00503,2022-10-19,42,Starter,Education,LATAM,7,0.636,53,37.2,3,11.2,0,45.3,33,0
CUST-00504,2023-05-14,35,Pro,Retail,LATAM,10,0.845,64,59.3,3,10.9,0,152.74,86,0
CUST-00505,2021-06-02,58,Pro,Services,NA,28,0.776,85,80.9,2,10.3,2,150.43,47,0
CUST-00506,2022-06-22,45,Business,Retail,APAC,49,0.809,57,80.0,1,5.7,0,549.15,58,0
CUST-00507,2022-06-13,46,Starter,Education,APAC,5,0.813,57,64.8,6,7.8,1,51.24,25,0
CUST-00508,2021-12-10,52,Starter,Healthcare,LATAM,9,0.733,42,65.2,5,10.4,3,45.28,72,1
CUST-00509,2021-10-13,54,Pro,Education,LATAM,30,0.877,65,62.6,4,11.5,0,116.39,77,0
CUST-00510,2023-10-07,30,Starter,Healthcare,APAC,7,0.583,46,78.6,1,8.6,2,51.1,45,0
CUST-00511,2022-06-03,46,Pro,Education,LATAM,8,0.597,39,94.3,1,5.3,1,151.11,56,0
CUST-00512,2022-11-23,40,Business,Services,LATAM,28,0.852,84,100.0,3,6.4,3,487.15,70,0
CUST-00513,2021-02-15,62,Starter,Manufacturing,NA,8,0.812,59,85.4,9,13.2,0,41.5,31,0
CUST-00514,2021-12-07,52,Business,Education,EU,48,0.858,61,61.9,3,7.4,0,396.42,83,0
CUST-00515,2021-09-26,54,Starter,Services,LATAM,3,0.73,43,74.6,2,3.0,1,53.7,56,0
CUST-00516,2022-01-30,50,Enterprise,Healthcare,LATAM,224,0.731,59,72.7,1,5.3,0,2374.04,52,0
CUST-00517,2023-10-07,30,Enterprise,Education,APAC,439,0.812,39,88.7,1,6.7,3,2395.27,35,0
CUST-00518,2022-11-17,41,Business,Education,APAC,72,0.837,78,76.9,2,7.5,2,480.09,38,0
CUST-00519,2023-12-19,27,Enterprise,Healthcare,EU,462,0.846,76,77.5,1,5.8,0,2339.24,75,0
CUST-00520,2022-05-23,46,Business,Retail,EU,45,1.0,88,100.0,0,3.8,2,450.91,76,0
CUST-00521,2023-07-14,33,Starter,Education,APAC,6,0.572,45,76.6,0,4.1,1,60.17,74,0
CUST-00522,2021-07-12,57,Starter,Services,EU,9,1.0,68,84.9,2,6.3,7,48.4,56,0
CUST-00523,2023-09-06,31,Starter,Education,EU,7,0.521,36,69.8,4,11.7,2,49.21,16,0
CUST-00524,2023-01-03,39,Pro,Services,NA,13,0.838,62,83.3,4,9.9,1,124.01,46,1
CUST-00525,2021-02-16,62,Pro,Healthcare,LATAM,19,0.601,49,71.3,6,20.0,2,178.66,79,0
CUST-00526,2023-04-07,36,Pro,Manufacturing,APAC,5,0.826,47,100.0,1,5.8,2,150.75,46,0
CUST-00527,2022-07-30,44,Business,Healthcare,EU,36,0.927,85,59.0,3,9.9,1,389.92,60,0
CUST-00528,2021-01-01,63,Pro,Services,LATAM,7,0.785,35,83.9,1,5.8,1,141.16,19,1
CUST-00529,2023-10-14,30,Starter,Healthcare,EU,3,0.856,46,74.6,3,8.0,2,53.51,49,0
CUST-00530,2022-10-07,42,Starter,Education,APAC,10,0.646,42,62.9,4,13.8,3,47.09,42,0
CUST-00531,2022-12-29,39,Enterprise,Services,LATAM,272,0.473,43,78.5,2,10.2,1,2368.05,56,0
CUST-00532,2022-11-24,40,Starter,Manufacturing,EU,7,0.804,75,96.6,2,3.3,1,48.03,54,0
CUST-00533,2021-04-19,60,Starter,Retail,LATAM,7,0.715,65,55.6,6,9.5,0,46.07,18,0
CUST-00534,2022-02-03,50,Starter,Education,EU,4,0.638,55,87.4,6,11.8,4,50.02,31,0
CUST-00535,2023-04-23,35,Enterprise,Education,APAC,193,0.718,57,50.6,3,7.5,3,2373.23,51,0
CUST-00536,2022-02-11,50,Starter,Manufacturing,APAC,1,0.771,58,87.5,1,2.8,3,49.51,44,0
CUST-00537,2023-12-03,28,Pro,Education,APAC,15,0.658,71,59.4,2,8.0,0,139.12,40,0
CUST-00538,2022-01-17,51,Starter,Education,EU,4,0.766,36,66.4,2,3.0,2,50.01,77,0
CUST-00539,2022-07-06,45,Starter,Manufacturing,NA,10,0.888,71,75.6,4,10.2,4,41.32,45,0
CUST-00540,2022-06-19,46,Business,Manufacturing,EU,89,1.0,74,77.0,2,9.5,2,437.76,74,0
CUST-00541,2021-01-23,63,Pro,Retail,LATAM,29,0.991,71,39.8,2,9.9,3,140.16,63,0
CUST-00542,2023-09-02,31,Business,Manufacturing,NA,100,0.804,80,86.3,2,7.3,4,340.24,38,0
CUST-00543,2021-06-12,58,Starter,Healthcare,NA,9,0.749,66,89.7,1,10.4,1,52.69,55,0
CUST-00544,2022-07-17,45,Enterprise,Manufacturing,NA,347,0.72,76,69.7,3,9.6,2,2085.35,60,0
CUST-00545,2023-12-26,27,Pro,Retail,NA,19,0.71,40,65.7,4,12.0,0,148.9,83,0
CUST-00546,2024-04-07,24,Enterprise,Retail,LATAM,418,0.911,74,74.7,2,5.9,1,1883.84,49,0
CUST-00547,2021-10-04,54,Starter,Education,LATAM,6,0.664,54,37.2,6,15.9,1,54.07,42,0
CUST-00548,2022-03-28,48,Pro,Manufacturing,LATAM,21,0.835,55,50.8,2,7.7,2,128.05,77,0
CUST-00549,2022-11-10,41,Starter,Services,NA,4,0.566,76,79.5,3,12.7,3,47.12,73,0
CUST-00550,2023-04-20,35,Business,Healthcare,LATAM,62,0.986,88,98.5,2,11.1,0,545.96,54,0
CUST-00551,2021-10-28,53,Business,Education,APAC,48,0.732,67,78.9,4,10.5,1,637.33,49,0
CUST-00552,2022-10-21,41,Pro,Education,LATAM,25,0.943,75,89.5,1,7.6,1,141.64,87,0
CUST-00553,2023-09-29,30,Starter,Manufacturing,APAC,5,0.604,53,77.9,4,9.5,4,48.96,57,0
CUST-00554,2023-07-04,33,Starter,Services,LATAM,5,0.596,48,76.6,4,7.9,1,56.9,66,0
CUST-00555,2023-09-14,31,Starter,Healthcare,APAC,8,0.909,55,63.5,4,11.4,4,45.53,78,0
CUST-00556,2023-12-03,28,Business,Healthcare,EU,96,0.686,74,74.4,3,10.2,1,363.68,64,0
CUST-00557,2023-10-31,29,Starter,Retail,APAC,5,0.475,42,57.8,4,5.9,2,47.1,47,0
CUST-00558,2022-09-07,43,Starter,Manufacturing,APAC,2,0.554,53,60.4,4,9.7,1,34.26,35,0
CUST-00559,2024-03-15,24,Pro,Manufacturing,EU,13,0.909,73,97.4,2,9.9,2,171.93,59,0
CUST-00560,2022-08-17,44,Starter,Healthcare,LATAM,10,0.824,61,100.0,1,10.3,6,35.02,61,0
CUST-00561,2023-05-02,35,Enterprise,Services,NA,229,0.666,79,40.3,1,8.4,0,2136.7,81,0
CUST-00562,2024-02-06,26,Starter,Services,LATAM,9,0.615,54,62.6,4,6.1,0,47.85,52,0
CUST-00563,2021-02-21,62,Enterprise,Education,APAC,278,0.881,78,74.8,2,5.1,3,1984.89,66,0
CUST-00564,2024-01-26,26,Business,Healthcare,APAC,31,0.977,91,100.0,0,4.6,1,478.84,53,0
CUST-00565,2023-09-14,31,Pro,Education,LATAM,12,0.77,76,49.3,4,13.4,1,165.57,75,0
CUST-00566,2024-04-11,24,Pro,Retail,EU,9,0.863,85,36.6,1,5.1,1,137.83,51,0
CUST-00567,2023-07-17,32,Business,Retail,LATAM,64,0.911,56,85.1,5,13.6,2,407.73,49,0
CUST-00568,2021-07-07,57,Business,Services,EU,47,1.0,83,92.4,4,8.3,0,385.64,84,0
CUST-00569,2021-12-29,51,Starter,Manufacturing,EU,8,0.537,50,44.8,1,7.9,1,46.26,71,0
CUST-00570,2021-01-05,63,Enterprise,Healthcare,NA,154,0.68,57,76.5,0,3.1,1,2447.79,47,0
CUST-00571,2022-12-31,39,Pro,Manufacturing,APAC,24,0.704,51,99.6,1,6.1,0,148.26,41,0
CUST-00572,2022-06-09,46,Pro,Healthcare,LATAM,8,0.904,56,64.0,2,4.9,2,146.75,59,0
CUST-00573,2022-07-24,44,Pro,Manufacturing,EU,6,0.742,44,69.3,5,14.6,1,180.9,39,0
CUST-00574,2023-05-31,34,Business,Healthcare,EU,29,0.827,76,82.9,3,7.1,1,544.1,31,0
CUST-00575,2023-09-12,31,Pro,Manufacturing,LATAM,18,0.798,70,48.0,5,7.1,0,173.89,37,0
CUST-00576,2021-03-29,60,Pro,Services,NA,16,0.78,52,68.0,2,3.6,3,151.01,10,0
CUST-00577,2024-01-06,27,Starter,Retail,LATAM,2,0.726,53,49.4,2,7.5,3,59.65,74,0
CUST-00578,2022-03-25,48,Pro,Education,NA,20,0.934,55,81.1,1,5.5,0,142.62,82,0
CUST-00579,2023-06-22,33,Starter,Manufacturing,APAC,1,0.564,40,58.1,2,9.3,5,52.38,78,0
CUST-00580,2022-11-29,40,Business,Healthcare,LATAM,46,0.758,70,76.3,3,8.2,4,472.05,62,0
CUST-00581,2022-06-17,46,Starter,Retail,LATAM,7,0.528,55,78.4,2,10.6,3,43.04,44,0
CUST-00582,2021-09-13,55,Enterprise,Retail,NA,383,0.814,75,90.7,5,10.0,0,2225.64,70,0
CUST-00583,2021-08-16,56,Business,Healthcare,LATAM,58,0.751,58,100.0,4,12.5,0,509.83,40,0
CUST-00584,2023-05-28,34,Business,Manufacturing,LATAM,68,0.94,78,84.3,2,5.3,0,455.12,40,0
CUST-00585,2022-01-21,51,Enterprise,Healthcare,EU,275,0.779,73,66.6,4,6.1,1,2473.33,51,0
CUST-00586,2021-10-03,54,Starter,Manufacturing,NA,5,0.643,40,71.7,0,3.4,2,43.12,69,0
CUST-00587,2021-01-07,63,Pro,Retail,APAC,20,0.743,72,60.8,2,4.9,3,164.65,44,0
CUST-00588,2023-10-06,30,Starter,Manufacturing,NA,1,0.969,59,86.3,3,5.7,3,52.52,43,0
CUST-00589,2022-04-20,48,Starter,Retail,EU,5,0.474,58,64.8,0,6.5,5,53.14,49,0
CUST-00590,2022-02-22,49,Pro,Manufacturing,NA,25,0.686,53,81.3,2,7.0,0,146.83,64,1
CUST-00591,2022-03-23,49,Business,Manufacturing,LATAM,36,0.785,79,67.6,0,5.9,2,415.16,63,0
CUST-00592,2022-12-20,39,Business,Services,NA,32,0.685,90,61.5,4,11.2,2,518.59,98,0
CUST-00593,2022-08-02,44,Starter,Services,EU,1,0.784,57,88.0,0,1.3,4,67.53,63,0
CUST-00594,2022-10-15,42,Business,Services,APAC,98,0.772,85,74.3,2,9.1,1,549.95,73,0
CUST-00595,2021-11-30,52,Starter,Services,LATAM,10,0.748,61,49.1,1,3.6,1,37.68,35,0
CUST-00596,2021-12-22,52,Starter,Manufacturing,NA,3,0.728,47,69.6,4,8.5,2,54.44,62,0
CUST-00597,2023-11-02,29,Starter,Education,EU,1,0.695,54,59.3,3,4.1,1,40.53,46,0
CUST-00598,2022-06-11,46,Pro,Education,LATAM,18,0.586,50,90.8,1,8.2,1,123.37,56,0
CUST-00599,2024-03-13,24,Pro,Manufacturing,APAC,18,0.806,42,96.8,0,1.3,1,137.01,97,0
CUST-00600,2023-10-13,30,Starter,Manufacturing,LATAM,7,0.445,54,32.1,2,4.7,4,47.07,43,0
CUST-00601,2023-05-05,35,Starter,Services,APAC,2,0.609,61,88.3,0,2.7,2,51.48,37,0
CUST-00602,2022-10-21,41,Pro,Education,NA,6,0.853,70,84.4,2,7.4,2,150.92,41,0
CUST-00603,2023-10-02,30,Business,Manufacturing,LATAM,71,0.958,96,59.5,2,7.3,2,607.67,68,0
CUST-00604,2021-03-08,61,Starter,Manufacturing,EU,1,1.0,76,91.2,4,11.9,3,31.09,62,0
CUST-00605,2022-08-22,43,Business,Education,LATAM,23,0.716,64,50.3,4,9.6,2,479.65,53,0
CUST-00606,2023-05-06,35,Pro,Services,EU,30,0.65,50,87.2,3,11.2,1,176.06,29,0
CUST-00607,2021-05-10,59,Pro,Services,APAC,24,0.858,71,66.6,3,9.7,2,150.2,95,0
CUST-00608,2021-08-07,56,Starter,Manufacturing,NA,9,0.99,69,59.9,2,5.3,1,37.13,92,1
CUST-00609,2021-03-20,61,Enterprise,Healthcare,LATAM,167,1.0,65,100.0,5,9.3,2,1946.82,59,0
CUST-00610,2022-08-07,44,Pro,Services,NA,16,0.625,43,53.5,0,9.3,1,162.23,33,1
CUST-00611,2022-10-12,42,Pro,Manufacturing,NA,13,0.759,51,63.7,2,10.8,0,164.67,87,0
CUST-00612,2022-07-17,45,Business,Healthcare,EU,69,0.908,84,76.1,0,7.6,0,561.37,90,0
CUST-00613,2021-03-07,61,Business,Services,EU,36,0.918,54,71.2,3,11.2,3,377.1,62,0
CUST-00614,2022-08-07,44,Business,Manufacturing,NA,54,0.869,48,89.5,2,8.9,1,367.77,84,0
CUST-00615,2023-12-02,28,Business,Services,EU,86,0.713,80,70.2,4,10.7,1,546.33,42,0
CUST-00616,2021-02-07,62,Starter,Services,EU,9,0.797,53,87.0,4,10.0,2,53.49,37,0
CUST-00617,2023-07-21,32,Business,Education,EU,73,0.919,83,88.7,1,10.8,2,458.98,69,0
CUST-00618,2021-11-23,53,Starter,Education,LATAM,5,0.57,71,37.5,5,9.8,1,54.74,16,0
CUST-00619,2021-03-31,60,Business,Education,NA,63,0.98,67,93.1,1,7.2,1,555.21,48,0
CUST-00620,2021-03-02,61,Pro,Retail,NA,25,0.929,43,86.9,1,2.3,0,153.34,77,0
CUST-00621,2021-01-16,63,Starter,Healthcare,APAC,4,0.599,50,49.1,7,9.6,2,53.56,43,0
CUST-00622,2022-05-13,47,Pro,Services,APAC,15,0.919,54,100.0,3,13.3,1,152.47,36,0
CUST-00623,2022-08-21,43,Business,Manufacturing,APAC,23,0.902,77,86.7,3,10.3,2,503.1,53,0
CUST-00624,2023-01-16,39,Pro,Healthcare,LATAM,20,0.908,69,94.4,2,7.2,2,139.55,39,0
CUST-00625,2021-04-08,60,Business,Retail,EU,63,1.0,84,97.6,2,7.9,0,578.36,57,0
CUST-00626,2023-02-24,37,Starter,Healthcare,APAC,3,0.708,57,70.5,1,3.2,2,46.62,49,0
CUST-00627,2023-06-07,34,Starter,Retail,LATAM,5,0.76,70,90.3,0,4.4,2,55.98,83,0
CUST-00628,2021-03-19,61,Pro,Retail,LATAM,30,0.384,55,71.8,1,3.0,1,129.46,48,0
CUST-00629,2023-03-22,36,Pro,Healthcare,LATAM,7,0.947,61,73.1,2,7.0,0,143.64,60,0
CUST-00630,2021-05-23,59,Business,Retail,EU,76,0.933,86,62.7,2,9.4,1,466.07,57,0
CUST-00631,2022-06-12,46,Enterprise,Services,NA,491,0.983,46,85.4,1,7.7,4,2128.81,38,0
CUST-00632,2023-03-05,37,Business,Manufacturing,LATAM,88,0.639,82,78.5,3,12.8,3,500.79,50,0
CUST-00633,2023-11-12,29,Pro,Education,NA,28,0.924,63,83.5,1,7.3,1,151.24,75,0
CUST-00634,2022-09-30,42,Pro,Healthcare,EU,19,0.933,49,80.7,1,0.4,0,144.22,71,0
CUST-00635,2022-06-07,46,Enterprise,Education,APAC,355,0.682,50,73.9,2,12.6,0,2033.35,69,0
CUST-00636,2023-09-28,30,Business,Retail,EU,54,0.938,91,74.3,3,6.7,2,401.97,74,0
CUST-00637,2021-09-17,55,Business,Retail,APAC,82,0.849,66,100.0,1,7.0,0,445.72,100,0
CUST-00638,2021-09-04,55,Starter,Retail,EU,8,0.455,54,58.2,7,13.5,3,36.63,14,0
CUST-00639,2022-07-14,45,Business,Retail,APAC,90,0.868,87,64.2,5,11.6,4,462.11,57,0
CUST-00640,2021-05-25,59,Starter,Retail,NA,10,0.595,53,43.7,2,7.8,3,52.29,60,0
CUST-00641,2021-01-27,63,Business,Manufacturing,APAC,47,0.529,55,68.4,1,6.8,2,492.63,49,0
CUST-00642,2022-03-11,49,Enterprise,Manufacturing,APAC,385,0.835,59,74.4,0,2.2,1,2280.98,56,0
CUST-00643,2021-07-03,57,Enterprise,Education,EU,244,0.77,41,56.9,6,18.6,1,2180.66,56,0
CUST-00644,2023-02-04,38,Starter,Healthcare,NA,9,0.921,57,87.3,5,12.6,0,38.68,62,0
CUST-00645,2022-10-21,41,Business,Education,LATAM,76,0.807,61,78.4,2,7.8,1,582.45,41,0
CUST-00646,2022-08-07,44,Starter,Healthcare,LATAM,9,0.827,59,45.1,5,15.6,1,54.67,19,0
CUST-00647,2022-08-19,44,Pro,Education,LATAM,16,0.856,45,75.5,7,10.5,1,138.73,38,0
CUST-00648,2021-04-29,59,Business,Healthcare,LATAM,39,0.933,79,57.3,2,9.9,0,445.68,52,0
CUST-00649,2022-04-29,47,Pro,Education,NA,27,0.647,68,87.8,0,4.1,2,181.08,72,0
CUST-00650,2021-03-27,61,Starter,Manufacturing,LATAM,8,0.74,72,65.6,3,9.8,2,49.56,39,0
CUST-00651,2022-03-02,49,Business,Manufacturing,APAC,90,0.759,58,82.1,0,6.6,1,530.85,62,0
CUST-00652,2023-03-25,36,Business,Education,EU,48,0.878,68,74.0,4,4.1,3,490.28,26,0
CUST-00653,2024-03-29,24,Pro,Retail,APAC,29,0.818,70,77.8,1,3.0,3,144.2,36,0
CUST-00654,2021-12-23,52,Pro,Education,NA,23,0.688,64,79.3,1,10.6,1,158.88,46,0
CUST-00655,2021-11-13,53,Business,Education,LATAM,28,0.729,64,81.1,0,4.9,0,449.31,59,0
CUST-00656,2023-03-15,37,Pro,Services,LATAM,29,1.0,59,100.0,2,12.7,1,156.31,51,0
CUST-00657,2024-01-07,27,Starter,Services,APAC,1,0.456,50,65.0,4,13.2,1,51.04,46,0
CUST-00658,2021-12-20,52,Pro,Manufacturing,LATAM,21,0.886,40,83.3,2,7.1,1,155.19,32,0
CUST-00659,2023-10-03,30,Business,Retail,EU,38,0.966,85,73.8,1,5.8,2,527.16,64,0
CUST-00660,2022-01-13,51,Starter,Services,LATAM,3,0.797,72,77.6,4,14.0,1,55.68,50,0
CUST-00661,2023-02-07,38,Starter,Retail,LATAM,1,1.0,60,72.6,0,10.8,1,63.37,46,0
CUST-00662,2021-09-09,55,Enterprise,Services,LATAM,149,0.921,46,92.9,4,9.2,2,1949.75,62,0
CUST-00663,2021-11-11,53,Business,Healthcare,NA,95,0.838,92,45.9,6,15.9,3,583.61,10,0
CUST-00664,2024-03-26,24,Pro,Manufacturing,LATAM,14,0.71,59,61.6,2,10.3,3,171.38,45,0
CUST-00665,2022-04-12,48,Business,Services,APAC,91,0.84,84,53.8,2,10.7,2,491.93,75,0
CUST-00666,2021-01-20,63,Enterprise,Retail,LATAM,467,0.882,46,83.3,3,9.1,1,1989.21,19,0
CUST-00667,2023-07-16,33,Pro,Manufacturing,LATAM,24,0.781,43,70.1,2,6.0,2,125.07,71,0
CUST-00668,2021-06-02,58,Starter,Services,LATAM,5,0.599,58,73.7,5,8.4,2,45.67,24,0
CUST-00669,2021-05-13,59,Pro,Services,APAC,26,0.599,65,58.8,1,3.3,1,145.76,46,0
CUST-00670,2023-10-01,30,Enterprise,Healthcare,EU,209,0.808,46,75.2,6,16.9,0,2473.13,74,0
CUST-00671,2022-02-23,49,Business,Education,EU,21,0.558,66,78.4,2,7.7,0,510.94,41,0
CUST-00672,2021-06-15,58,Starter,Manufacturing,NA,1,0.639,35,72.9,3,5.9,0,44.71,81,0
CUST-00673,2024-03-16,24,Enterprise,Retail,APAC,351,0.415,39,68.4,1,9.1,3,2393.55,46,0
CUST-00674,2021-12-03,52,Business,Retail,LATAM,60,0.905,74,77.2,4,8.7,0,455.0,56,0
CUST-00675,2023-01-30,38,Pro,Manufacturing,EU,24,0.953,69,72.9,0,3.9,2,160.3,86,0
CUST-00676,2021-11-12,53,Enterprise,Services,APAC,345,0.792,33,58.1,3,14.0,0,2285.12,67,1
CUST-00677,2022-11-29,40,Business,Manufacturing,LATAM,49,1.0,96,91.2,2,4.4,3,439.71,69,0
CUST-00678,2023-04-17,36,Business,Manufacturing,LATAM,79,0.982,77,74.4,3,9.4,2,481.07,54,0
CUST-00679,2023-06-29,33,Enterprise,Manufacturing,NA,421,0.852,76,87.9,1,5.1,1,1930.12,37,0
CUST-00680,2022-05-09,47,Starter,Healthcare,LATAM,5,0.693,64,89.6,5,9.1,3,50.19,21,0
CUST-00681,2023-01-10,39,Business,Healthcare,LATAM,41,0.728,82,65.5,3,5.1,2,484.53,78,0
CUST-00682,2023-10-06,30,Pro,Healthcare,NA,7,0.864,85,72.4,1,6.7,2,149.42,96,0
CUST-00683,2023-10-06,30,Business,Healthcare,LATAM,98,0.759,63,68.4,3,6.6,1,598.7,58,0
CUST-00684,2023-06-16,34,Business,Education,EU,45,0.862,77,77.0,3,10.3,0,557.5,27,0
CUST-00685,2022-04-25,47,Business,Manufacturing,NA,61,0.873,64,88.4,2,7.6,4,565.38,48,0
CUST-00686,2022-09-30,42,Business,Retail,EU,66,0.746,71,72.4,3,8.0,2,378.31,41,0
CUST-00687,2024-03-07,25,Business,Services,NA,71,0.944,87,100.0,1,4.4,0,504.61,57,0
CUST-00688,2021-10-26,53,Starter,Education,NA,3,0.676,69,84.6,0,9.1,2,40.19,46,0
CUST-00689,2023-04-12,36,Pro,Healthcare,NA,12,0.783,54,90.7,1,8.4,2,149.47,72,0
CUST-00690,2023-08-09,32,Starter,Education,APAC,8,0.563,37,69.3,2,6.0,0,47.61,57,0
CUST-00691,2022-07-31,44,Business,Education,NA,37,0.739,73,90.4,2,4.3,1,516.32,87,0
CUST-00692,2023-11-06,29,Pro,Manufacturing,EU,14,1.0,55,79.9,2,3.0,0,151.35,59,0
CUST-00693,2022-05-29,46,Pro,Services,APAC,28,0.645,47,65.2,1,9.4,3,159.19,62,0
CUST-00694,2023-10-01,30,Starter,Healthcare,EU,8,0.776,66,79.8,6,14.4,3,47.9,61,0
CUST-00695,2023-02-13,38,Pro,Manufacturing,LATAM,14,0.712,62,78.5,0,8.1,1,121.25,82,0
CUST-00696,2021-03-04,61,Pro,Manufacturing,LATAM,5,0.448,58,70.1,2,7.4,0,177.49,27,0
CUST-00697,2023-09-16,30,Enterprise,Education,NA,160,0.864,57,98.6,0,7.5,1,1864.5,75,0
CUST-00698,2023-04-18,35,Business,Retail,EU,85,0.697,83,76.0,2,10.3,0,408.32,60,0
CUST-00699,2021-09-24,55,Pro,Manufacturing,EU,10,0.828,60,78.1,1,6.4,1,162.36,69,0
CUST-00700,2023-04-25,35,Business,Education,EU,51,0.928,74,72.8,2,6.8,0,577.66,65,0
CUST-00701,2022-09-06,43,Starter,Healthcare,LATAM,4,0.745,44,86.3,4,7.5,3,60.75,83,0
CUST-00702,2024-02-06,26,Starter,Healthcare,EU,10,0.759,33,73.2,1,7.7,3,59.06,46,0
CUST-00703,2022-01-01,51,Pro,Services,EU,9,0.65,36,71.7,2,9.1,1,139.84,38,0
CUST-00704,2021-11-13,53,Business,Retail,APAC,85,0.886,79,83.9,2,6.7,0,444.16,48,0
CUST-00705,2021-03-12,61,Starter,Services,EU,10,0.682,45,80.2,1,5.9,1,42.73,54,0
CUST-00706,2023-08-02,32,Starter,Retail,NA,1,0.41,28,63.0,9,14.9,3,41.86,33,0
CUST-00707,2024-03-28,24,Pro,Education,EU,12,0.904,57,79.1,2,9.7,1,149.76,55,1
CUST-00708,2023-04-07,36,Starter,Education,EU,5,0.88,65,95.0,4,6.5,6,61.85,75,1
CUST-00709,2022-03-20,49,Pro,Services,LATAM,12,1.0,70,79.3,2,4.9,2,125.04,66,0
CUST-00710,2023-11-21,28,Pro,Retail,NA,18,1.0,65,88.6,2,5.0,0,163.73,64,0
CUST-00711,2021-11-01,53,Enterprise,Manufacturing,LATAM,128,0.896,61,82.1,0,5.1,3,1832.92,45,0
CUST-00712,2023-04-12,36,Starter,Retail,LATAM,3,0.787,52,100.0,3,9.6,3,41.77,89,0
CUST-00713,2022-12-18,40,Starter,Manufacturing,EU,7,0.874,69,66.5,5,8.3,4,43.34,52,0
CUST-00714,2023-10-20,29,Starter,Education,NA,10,0.577,50,63.9,3,11.1,0,47.09,80,0
CUST-00715,2024-03-12,25,Starter,Services,EU,9,0.459,48,66.0,3,12.5,3,52.28,36,0
CUST-00716,2022-03-08,49,Business,Manufacturing,NA,98,0.708,84,70.3,2,8.7,1,457.14,72,0
CUST-00717,2021-04-25,60,Pro,Healthcare,APAC,6,0.972,74,71.9,8,17.1,2,174.52,37,1
CUST-00718,2021-07-09,57,Starter,Retail,EU,3,0.611,51,89.8,2,5.4,3,47.99,87,0
CUST-00719,2023-06-07,34,Enterprise,Healthcare,EU,410,0.85,57,78.2,3,6.6,3,2215.09,79,0
CUST-00720,2022-03-13,49,Business,Services,NA,42,0.866,72,86.7,0,6.8,2,438.57,83,0
CUST-00721,2021-06-17,58,Starter,Manufacturing,APAC,8,0.747,33,74.5,1,6.5,3,45.39,48,0
CUST-00722,2023-09-06,31,Starter,Services,NA,6,0.518,64,61.0,2,5.5,2,38.89,86,0
CUST-00723,2023-02-18,37,Business,Manufacturing,EU,69,0.831,67,74.4,4,13.5,0,559.92,92,1
CUST-00724,2021-06-07,58,Business,Services,NA,58,0.717,82,79.6,0,6.2,1,449.78,57,0
CUST-00725,2023-05-06,35,Enterprise,Retail,LATAM,262,1.0,65,100.0,2,9.5,1,2143.72,69,0
CUST-00726,2023-02-05,38,Starter,Services,EU,7,0.881,78,65.0,2,6.0,2,54.16,79,0
CUST-00727,2024-03-27,24,Business,Manufacturing,NA,95,0.722,78,96.5,2,11.9,5,389.09,22,0
CUST-00728,2024-03-31,24,Starter,Retail,LATAM,7,0.975,75,80.0,2,7.3,2,39.63,86,0
CUST-00729,2024-03-16,24,Starter,Education,NA,4,0.762,51,73.1,4,12.4,5,25.37,71,0
CUST-00730,2023-12-11,28,Business,Retail,LATAM,30,0.529,50,57.9,0,4.0,3,441.45,48,0
CUST-00731,2023-08-10,32,Business,Manufacturing,APAC,25,0.768,75,84.5,2,8.1,1,426.42,20,0
CUST-00732,2023-03-17,37,Starter,Services,EU,8,0.955,41,59.8,5,12.4,1,47.38,62,0
CUST-00733,2022-10-16,42,Starter,Healthcare,LATAM,7,0.587,47,71.2,4,14.9,4,54.28,27,0
CUST-00734,2023-08-10,32,Business,Manufacturing,EU,25,0.77,59,77.7,3,7.7,2,474.65,28,0
