date,store_id,region,product_category,day_of_week,month,holiday_flag,promo_flag,discount_pct,ad_spend,web_traffic,competitor_price_index,inventory_level,avg_temp_c,unit_price,units_sold,revenue,profit
2024-02-10,4,East,Personal Care,5,2,0,0,0.088,422.44,5045,1.011,947,9.3,13.84,50,628.68,229.07
2023-04-19,6,West,Snacks,2,4,0,1,0.145,769.5,6772,0.959,914,31.1,15.36,152,1998.58,754.93
2024-04-07,13,South,Personal Care,6,4,0,1,0.259,459.53,4629,1.047,1500,35.4,13.34,102,1010.72,382.91
2024-09-05,7,South,Snacks,3,9,0,0,0.038,30.0,1241,1.105,985,10.1,15.13,67,980.57,399.0
2023-03-19,10,North,Cleaning,6,3,0,0,0.105,510.41,6092,1.093,1579,32.7,10.07,114,1024.5,391.45
2024-06-12,4,West,Personal Care,2,6,1,1,0.206,888.99,6216,0.921,1157,21.9,11.86,127,1192.48,367.28
2023-04-13,9,West,Cleaning,3,4,0,1,0.17,776.08,5237,1.006,1234,35.6,8.53,99,700.51,209.56
2024-06-30,5,North,Beverages,6,6,0,0,0.137,366.01,4459,1.029,1331,19.3,14.31,100,1236.01,437.44
2023-11-02,3,East,Dairy,3,11,0,0,0.274,688.36,5197,0.989,1078,-2.0,13.92,74,744.33,140.18
2023-01-05,3,South,Beverages,3,1,0,0,0.113,376.42,4809,0.974,1154,17.5,13.24,115,1347.62,492.46
2024-12-06,11,North,Cleaning,4,12,1,0,0.094,637.34,3816,1.06,1588,24.2,12.47,108,1223.45,376.92
2023-05-02,8,South,Snacks,1,5,0,1,0.261,795.14,5872,0.955,1326,28.1,13.6,122,1229.49,359.41
2024-03-11,2,East,Cleaning,0,3,0,0,0.134,725.0,3608,0.993,1284,21.8,9.99,107,927.04,297.19
2023-05-13,11,East,Personal Care,5,5,0,1,0.286,649.28,5748,0.872,1104,26.9,17.06,105,1277.35,415.97
2024-11-12,4,South,Beverages,1,11,0,1,0.21,595.49,4966,1.0,1037,16.9,14.45,116,1319.02,452.22
2024-06-22,1,East,Snacks,5,6,0,0,0.105,210.3,3384,0.981,1178,21.5,12.68,133,1507.77,540.86
2024-08-10,3,East,Cleaning,5,8,0,0,0.013,698.38,4463,1.04,1123,29.8,11.06,124,1350.45,496.9
2023-11-12,9,East,Snacks,6,11,0,1,0.103,767.43,5276,1.006,1316,8.0,13.96,150,1872.55,696.45
2023-12-08,20,East,Beverages,4,12,1,1,0.09,892.49,5096,1.007,1152,20.0,14.25,129,1668.78,561.32
2024-04-08,5,South,Beverages,0,4,0,1,0.223,1198.67,7507,0.962,1048,30.6,16.32,201,2547.98,1123.56
2024-07-26,6,East,Snacks,4,7,0,0,0.038,502.01,5347,1.05,1117,13.8,14.09,114,1542.08,430.48
2024-09-10,5,West,Cleaning,1,9,0,0,0.195,241.63,2724,0.961,1434,8.5,14.6,39,460.81,105.99
2023-01-14,8,West,Dairy,5,1,0,0,0.122,418.66,4254,0.917,1546,24.1,14.39,47,594.9,187.5
2024-04-29,15,North,Beverages,0,4,0,1,0.185,544.03,5221,1.002,984,26.9,15.1,130,1593.17,508.87
2023-03-21,7,West,Snacks,1,3,0,0,0.069,386.66,3667,0.962,870,27.0,15.63,74,1081.81,321.68
2023-07-30,14,East,Snacks,6,7,0,0,0.157,385.59,2283,0.914,1439,8.2,15.87,84,1122.28,469.95
2024-08-28,18,South,Snacks,2,8,0,0,0.072,356.08,2397,0.951,1142,17.9,16.04,60,886.83,267.35
2023-07-02,19,East,Cleaning,6,7,1,0,0.061,347.07,2838,1.019,696,19.7,11.62,106,1159.56,437.59
2024-08-04,12,South,Snacks,6,8,0,1,0.271,954.8,4139,0.947,1286,13.6,14.19,115,1194.28,240.65
2023-12-04,15,North,Dairy,0,12,1,0,0.141,617.82,5621,0.878,1028,16.2,11.53,144,1423.14,504.76
2023-06-19,19,North,Personal Care,0,6,0,0,0.106,413.92,4073,0.974,1319,19.5,13.23,61,722.44,208.61
2023-09-01,16,East,Dairy,4,9,0,1,0.238,821.22,5637,1.019,892,7.5,16.53,132,1657.29,578.86
2024-01-23,6,West,Dairy,1,1,0,1,0.201,775.37,3555,0.947,826,16.5,16.26,54,707.41,129.09
2024-07-12,3,South,Beverages,4,7,0,0,0.143,494.11,2341,0.976,803,15.2,14.38,94,1161.76,431.7
2024-03-18,3,West,Beverages,0,3,0,0,0.071,559.6,4177,1.054,1301,38.0,16.88,99,1549.83,453.88
2024-11-12,18,South,Beverages,1,11,0,1,0.324,721.43,7138,0.979,844,16.5,13.96,110,1034.26,302.9
2024-09-25,12,South,Cleaning,2,9,0,1,0.165,807.24,4993,1.03,1327,5.3,11.0,83,759.34,208.62
2024-07-03,6,East,Cleaning,2,7,0,0,0.213,570.5,4989,0.85,858,30.2,11.34,59,525.91,148.18
2024-03-16,7,West,Beverages,5,3,0,0,0.109,476.03,3496,1.08,1260,22.3,12.93,80,924.19,343.93
2023-07-31,6,East,Beverages,0,7,0,0,0.168,414.74,3794,1.01,1054,18.2,15.37,84,1070.6,512.08
2023-10-29,17,West,Snacks,6,10,0,0,0.164,694.86,5678,1.102,1221,15.4,14.6,102,1244.46,350.45
2023-03-28,13,East,Dairy,1,3,0,1,0.269,623.54,4759,0.914,1642,13.1,15.85,119,1384.27,509.98
2023-10-01,18,North,Dairy,6,10,0,0,0.07,512.61,3417,0.914,1264,8.6,14.42,88,1177.15,337.47
2024-11-07,7,South,Cleaning,3,11,0,0,0.185,516.23,5325,0.974,1221,7.6,11.92,99,965.07,308.46
2023-11-07,10,North,Personal Care,1,11,0,1,0.311,602.47,5048,0.929,1732,12.3,10.45,46,330.17,57.45
2023-03-25,3,West,Snacks,5,3,0,1,0.184,570.75,5894,1.007,528,27.1,14.73,109,1303.76,397.5
2024-04-20,20,West,Cleaning,5,4,0,1,0.202,643.38,4513,1.023,1517,25.5,12.14,99,955.99,429.61
2024-12-03,11,West,Dairy,1,12,0,0,0.089,371.25,4880,0.993,1003,13.3,13.46,93,1141.8,369.08
2024-09-25,12,South,Snacks,2,9,0,0,0.099,216.7,3396,0.983,1288,17.5,14.05,64,811.64,305.03
2023-07-20,9,North,Personal Care,3,7,0,0,0.223,345.76,3929,0.99,715,19.8,13.14,78,791.6,227.03
2023-11-28,6,West,Beverages,1,11,0,0,0.06,492.6,4096,0.992,1169,11.3,16.97,86,1377.0,443.15
2024-01-23,19,East,Cleaning,1,1,0,0,0.063,652.55,4003,0.987,968,18.9,10.51,70,692.38,190.02
2023-06-30,10,South,Cleaning,4,6,0,0,0.217,538.7,4115,1.018,1318,33.0,12.46,85,829.59,283.44
2023-07-16,14,North,Personal Care,6,7,1,0,0.157,154.07,2564,1.044,1055,19.0,11.97,63,632.32,256.81
2023-06-22,1,South,Dairy,3,6,0,1,0.327,802.61,6471,0.992,911,18.9,14.22,103,981.81,330.13
2024-12-27,6,South,Snacks,4,12,0,1,0.173,610.7,4849,0.968,1367,2.5,14.59,102,1229.9,529.19
2024-06-28,17,South,Cleaning,4,6,0,0,0.128,522.49,2721,0.881,1185,13.4,11.7,54,549.87,183.38
2024-09-05,2,South,Cleaning,3,9,0,0,0.08,447.74,2332,0.992,773,8.3,11.99,54,594.32,233.53
2024-08-19,3,West,Dairy,0,8,1,0,0.129,539.17,2563,0.95,1287,13.3,15.47,95,1282.33,536.34
2024-12-01,17,South,Cleaning,6,12,1,0,0.014,553.64,4717,1.01,1417,10.7,11.31,106,1182.4,398.13
2023-03-18,7,South,Snacks,5,3,0,0,0.161,446.41,2803,0.946,1453,27.0,15.44,109,1409.84,462.38
2024-10-05,6,North,Dairy,5,10,0,0,0.139,665.1,4765,0.984,1600,6.6,14.57,100,1250.02,423.79
2023-02-18,12,East,Personal Care,5,2,0,1,0.197,696.85,5413,0.919,1117,16.5,13.36,92,985.97,343.51
2023-12-14,4,South,Snacks,3,12,0,0,0.097,623.69,4313,0.932,1108,17.7,14.71,70,936.04,350.14
2024-03-09,1,South,Dairy,5,3,0,1,0.146,850.38,6146,1.045,927,33.1,15.32,118,1544.7,543.46
2023-09-19,1,North,Personal Care,1,9,0,0,0.164,556.73,4313,0.931,1286,4.4,14.4,60,725.3,260.89
2023-04-17,2,West,Cleaning,0,4,0,0,0.05,164.14,554,1.008,1039,27.5,12.44,33,388.96,135.9
2023-05-21,4,East,Personal Care,6,5,0,0,0.151,628.66,4095,1.03,1064,13.5,14.16,105,1266.69,527.42
2024-08-25,14,North,Snacks,6,8,0,0,0.244,376.74,4013,1.005,1318,5.2,13.74,94,973.71,305.73
2023-08-21,6,North,Personal Care,0,8,0,0,0.209,564.52,5670,1.007,1543,10.5,12.0,121,1146.59,423.05
2023-08-15,2,North,Beverages,1,8,0,1,0.11,544.39,6351,1.008,1203,20.8,12.5,112,1250.44,408.09
2024-11-05,1,West,Dairy,1,11,0,0,0.088,260.39,2054,1.034,1479,6.4,12.66,88,1018.22,320.92
2023-04-16,10,East,Dairy,6,4,0,0,0.145,766.22,4484,1.052,1110,21.1,17.47,134,1994.46,663.9
2024-10-30,17,South,Cleaning,2,10,0,0,0.116,296.88,1981,1.012,342,10.2,8.9,41,322.67,85.97
2024-11-03,7,South,Personal Care,6,11,1,0,0.036,753.38,6128,0.919,1267,11.3,15.17,126,1848.04,832.94
2024-03-12,2,East,Cleaning,1,3,1,0,0.143,588.95,5178,0.958,858,20.2,10.85,117,1090.02,393.95
2023-05-01,5,West,Dairy,0,5,0,0,0.119,382.78,3964,1.025,1320,36.8,16.66,84,1233.5,370.07
2023-04-24,10,North,Snacks,0,4,0,1,0.315,692.83,5428,0.91,745,24.4,11.12,103,785.74,223.15
2023-07-27,4,North,Dairy,3,7,0,0,0.105,241.82,4468,1.075,918,18.7,14.67,73,952.7,254.63
2024-02-26,20,South,Dairy,0,2,1,0,0.19,567.8,5294,0.969,862,19.6,17.04,64,888.98,216.63
2023-04-23,16,East,Beverages,6,4,0,1,0.124,526.76,5823,0.993,1015,28.6,15.5,143,1935.15,664.23
2023-11-29,7,West,Dairy,2,11,0,1,0.138,636.73,5521,1.042,1053,18.5,14.53,87,1089.58,376.83
2023-03-26,20,West,Personal Care,6,3,0,0,0.163,598.05,3980,0.97,1234,34.9,10.78,61,548.43,186.84
2024-01-30,7,East,Cleaning,1,1,0,0,0.185,490.67,4662,0.983,1409,13.4,10.15,82,674.8,233.22
2023-01-16,3,South,Cleaning,0,1,0,0,0.063,212.85,3873,1.049,1285,24.6,13.94,49,643.67,240.71
2024-06-01,19,South,Snacks,5,6,0,0,0.121,586.24,4087,0.916,692,25.3,13.71,118,1426.2,537.36
2023-02-10,20,North,Dairy,4,2,0,0,0.037,448.86,3530,0.996,1161,27.8,14.9,103,1476.05,592.77
2023-05-23,7,East,Beverages,1,5,0,1,0.189,613.25,6060,1.014,1234,24.4,14.9,126,1520.99,498.38
2023-05-08,12,West,Snacks,0,5,0,0,0.17,569.47,5706,0.981,1224,23.8,12.38,104,1072.08,270.89
2024-08-29,4,South,Dairy,3,8,0,1,0.174,673.25,4545,1.05,981,19.6,15.57,78,1009.36,282.6
2023-02-08,13,North,Snacks,2,2,0,0,0.105,263.49,3053,0.915,1359,27.7,13.61,96,1169.76,442.29
2023-11-10,14,West,Beverages,4,11,0,1,0.132,995.65,6503,0.902,1162,20.5,14.91,139,1796.05,511.78
2024-03-07,15,West,Cleaning,3,3,0,1,0.161,697.23,5730,1.018,1306,26.1,11.19,102,959.23,292.1
2024-01-12,12,West,Snacks,4,1,0,0,0.225,436.98,3341,1.007,1505,17.4,12.0,85,786.35,265.46
2024-05-11,15,North,Snacks,5,5,0,0,0.124,385.18,5351,0.979,1141,10.2,13.6,97,1150.07,412.14
2024-08-09,12,East,Snacks,4,8,0,0,0.06,638.79,4796,1.025,1301,4.3,15.1,81,1154.06,398.98
2023-10-15,17,East,Dairy,6,10,0,1,0.181,616.02,5526,1.012,1141,7.6,15.55,120,1522.27,479.63
2024-08-27,4,West,Snacks,1,8,0,0,0.024,202.8,4691,0.973,794,7.4,14.24,104,1446.59,523.38
2023-08-21,10,West,Dairy,0,8,0,0,0.059,341.41,3120,0.97,591,18.9,16.26,62,941.16,364.61
2024-12-19,9,East,Dairy,3,12,0,0,0.202,662.28,4407,0.979,1388,6.1,14.71,91,1066.56,393.74
2024-01-04,11,East,Beverages,3,1,0,1,0.191,833.14,4571,1.017,1784,15.0,14.58,141,1661.07,539.15
2024-06-21,3,West,Personal Care,4,6,0,0,0.233,409.2,3572,0.903,1053,19.2,12.83,84,827.69,264.05
2024-09-30,7,South,Beverages,0,9,0,0,0.114,669.72,3169,0.982,1130,18.3,15.84,84,1175.68,411.59
2024-08-01,20,South,Snacks,3,8,0,1,0.198,819.67,6332,0.958,683,10.4,14.61,93,1087.77,409.35
2024-09-13,3,East,Beverages,4,9,0,0,0.158,407.35,4100,1.001,1480,13.8,13.72,68,788.35,217.68
2024-01-27,13,West,Dairy,5,1,0,1,0.04,673.45,4971,1.01,1027,19.2,12.92,110,1361.48,392.78
2023-02-01,14,North,Snacks,2,2,0,0,0.132,502.69,3918,0.96,759,27.4,15.75,117,1604.76,729.06
2023-12-26,10,North,Personal Care,1,12,0,0,0.117,316.9,4136,1.053,1565,19.1,12.46,58,639.51,174.83
2023-05-13,1,East,Snacks,5,5,0,1,0.289,700.72,4280,0.921,1284,24.7,14.3,96,975.48,324.82
2024-10-11,1,East,Dairy,4,10,0,1,0.258,749.36,5632,0.941,1035,-0.2,18.29,88,1195.81,383.1
2023-06-22,6,East,Snacks,3,6,0,1,0.132,430.09,5120,0.907,1242,20.6,15.32,105,1391.83,415.28
2023-06-16,3,South,Beverages,4,6,0,0,0.195,419.71,2155,0.936,1533,21.9,16.76,87,1180.25,317.4
2023-07-02,2,East,Snacks,6,7,0,0,0.104,401.51,4321,1.02,923,19.7,13.45,75,906.48,266.89
2024-04-14,4,East,Dairy,6,4,0,0,0.066,614.49,2837,1.02,883,21.6,16.5,115,1770.34,602.23
2024-02-21,4,South,Snacks,2,2,0,0,0.132,154.88,2859,1.017,1177,28.8,14.24,78,968.97,422.46
2024-11-23,17,North,Personal Care,5,11,0,0,0.108,388.96,2620,1.021,1047,11.2,14.01,107,1339.28,613.49
2023-10-31,13,East,Cleaning,1,10,0,0,0.212,372.92,4907,1.071,885,4.5,14.83,44,514.69,143.15
2023-07-26,1,North,Personal Care,2,7,0,0,0.14,603.61,3269,0.947,1273,15.3,13.11,101,1132.76,306.15
2023-02-05,13,West,Snacks,6,2,0,0,0.132,443.03,2344,0.906,1005,33.6,14.23,105,1296.37,509.98
2023-01-06,3,West,Cleaning,4,1,0,0,0.174,737.38,4832,0.924,1171,22.0,10.74,73,651.09,197.21
2023-09-30,9,West,Dairy,5,9,0,0,0.186,555.95,3796,0.938,926,17.4,16.24,67,890.69,318.8
2024-11-06,1,South,Dairy,2,11,0,1,0.247,634.36,3749,0.91,802,4.8,14.22,65,694.61,233.48
2024-01-18,2,West,Personal Care,3,1,0,0,0.205,488.35,4438,0.973,1557,13.9,14.93,54,639.07,169.43
2024-10-14,3,North,Cleaning,0,10,0,0,0.157,393.35,1888,1.044,845,5.9,9.69,45,364.49,103.06
2023-03-16,9,East,Personal Care,3,3,0,1,0.21,837.5,4780,1.044,1100,26.0,14.27,100,1121.62,372.07
2023-03-10,10,North,Cleaning,4,3,0,1,0.274,486.85,4143,0.977,1590,23.9,11.1,45,365.21,51.3
2024-08-31,8,West,Beverages,5,8,0,0,0.115,318.21,4177,1.098,1307,11.1,15.52,135,1852.36,811.29
2023-03-19,13,East,Cleaning,6,3,0,0,0.122,522.91,5235,0.972,838,22.7,11.98,87,913.4,280.24
2023-02-07,15,North,Dairy,1,2,0,0,0.223,646.12,5431,0.883,595,17.2,14.25,91,1007.48,383.99
2023-10-22,15,North,Personal Care,6,10,0,0,0.217,97.69,2655,1.018,1137,8.9,12.96,33,335.98,122.5
2024-11-06,12,East,Cleaning,2,11,0,1,0.2,919.92,3775,0.878,1050,17.8,10.81,74,639.01,164.48
2024-05-18,11,North,Beverages,5,5,0,1,0.173,677.58,5585,0.939,1259,15.8,15.67,128,1659.91,506.46
2023-03-14,10,North,Beverages,1,3,1,0,0.208,268.58,4629,0.994,799,27.0,13.03,105,1079.32,402.75
2024-09-03,5,South,Beverages,1,9,0,1,0.248,219.72,4970,0.953,950,19.4,14.13,95,1013.82,386.27
2024-09-07,10,East,Dairy,5,9,0,0,0.139,205.3,3533,0.976,1194,10.0,15.48,86,1150.7,436.9
2024-08-07,1,West,Beverages,2,8,0,0,0.101,446.85,2770,0.936,1240,10.8,16.76,87,1312.36,533.81
2024-10-20,20,South,Cleaning,6,10,0,1,0.22,689.46,4796,0.964,1806,15.5,11.99,97,909.87,261.83
2023-06-25,8,East,Dairy,6,6,0,0,0.119,551.31,5894,1.041,1044,16.1,14.66,110,1420.78,475.81
2024-12-16,16,South,Cleaning,0,12,1,0,0.08,482.08,2671,1.001,1044,13.9,12.38,78,890.67,280.51
2023-08-23,20,South,Snacks,2,8,0,0,0.128,272.71,2285,0.947,684,7.8,11.3,65,642.9,224.72
2024-08-08,10,South,Dairy,3,8,0,1,0.216,633.91,5950,0.904,1292,2.8,13.32,124,1297.47,454.84
2024-02-27,18,South,Beverages,1,2,0,0,0.097,455.38,3478,0.955,1157,21.1,13.97,110,1386.8,409.04
2024-07-23,10,South,Personal Care,1,7,0,0,0.174,486.92,2897,0.996,1186,10.4,12.5,65,670.56,181.6
2024-04-03,3,West,Beverages,2,4,0,0,0.197,323.73,4846,0.988,1044,25.9,12.26,95,937.69,264.09
2024-04-14,1,North,Beverages,6,4,0,0,0.178,594.23,4698,0.935,1066,32.7,15.7,110,1422.47,466.5
2024-03-25,3,West,Beverages,0,3,0,0,0.103,350.58,3208,0.884,1299,36.1,14.86,95,1262.0,366.16
2024-07-22,19,North,Cleaning,0,7,0,1,0.245,560.85,3851,0.98,1964,18.6,12.2,68,623.2,204.91
2024-06-23,10,South,Beverages,6,6,0,1,0.205,613.22,6882,0.924,1301,28.1,13.53,133,1435.28,510.76
2023-04-09,7,North,Dairy,6,4,0,1,0.126,871.97,5794,1.023,1304,28.4,15.11,142,1880.58,532.49
2024-08-26,9,West,Cleaning,0,8,0,1,0.24,678.75,6494,0.922,798,11.7,12.72,102,984.79,278.39
2024-01-27,6,West,Cleaning,5,1,0,0,0.129,338.88,4321,0.938,662,6.5,11.63,100,1016.65,373.98
2023-08-24,18,South,Beverages,3,8,0,0,0.276,598.18,3826,0.959,1019,23.8,15.12,74,814.04,304.07
2024-01-11,20,North,Beverages,3,1,0,0,0.207,792.84,4417,1.086,1467,11.7,13.39,112,1192.92,402.05
2024-12-06,2,North,Snacks,4,12,0,0,0.163,483.55,5252,1.017,1199,22.3,14.34,62,747.74,271.06
2024-09-18,15,East,Beverages,2,9,0,1,0.215,897.41,7209,0.973,1601,14.3,16.1,145,1838.33,468.26
2024-08-31,7,South,Cleaning,5,8,0,1,0.21,865.77,4108,0.985,1103,8.1,13.72,61,666.51,158.68
2023-12-04,1,East,Snacks,0,12,0,1,0.14,603.1,5504,0.897,1286,15.9,16.06,95,1307.7,498.76
2024-07-26,19,South,Snacks,4,7,0,0,0.016,454.26,3754,0.96,1247,30.8,14.6,113,1619.03,663.48
2023-10-09,2,North,Beverages,0,10,0,0,0.068,244.79,2304,0.878,1378,19.2,14.54,64,869.78,344.78
2024-05-15,5,West,Dairy,2,5,0,0,0.117,417.21,3987,1.077,1244,21.9,14.37,73,923.01,343.16
2024-04-11,1,South,Beverages,3,4,0,0,0.0,349.81,2335,1.096,1287,21.7,11.97,97,1162.2,423.34
2023-07-02,10,North,Cleaning,6,7,0,0,0.087,385.54,3237,1.018,1435,18.6,10.12,83,764.25,216.98
2023-07-14,12,East,Beverages,4,7,0,0,0.105,330.02,2771,1.0,1289,17.0,14.26,75,953.04,381.81
2023-02-14,7,North,Personal Care,1,2,0,0,0.107,404.06,3262,0.916,1258,29.2,13.35,72,854.53,194.57
2023-04-13,2,South,Cleaning,3,4,0,1,0.16,785.16,5491,0.969,903,30.4,13.98,101,1185.24,443.48
2023-11-13,3,South,Beverages,0,11,0,0,0.1,430.88,2879,1.085,1352,0.9,16.34,102,1498.41,640.49
2023-12-15,19,South,Beverages,4,12,0,0,0.223,151.7,4371,0.971,1122,16.8,13.54,103,1080.79,307.33
2023-05-01,17,East,Snacks,0,5,0,1,0.24,580.62,5386,0.932,909,23.9,15.35,80,932.77,246.38
2023-11-01,19,North,Beverages,2,11,0,0,0.086,206.9,4736,0.911,983,11.3,13.83,112,1414.23,533.75
2024-03-17,11,East,Beverages,6,3,0,1,0.196,739.05,5273,1.04,1559,26.4,15.46,123,1529.59,492.95
2023-06-19,11,West,Personal Care,0,6,0,1,0.198,780.53,5048,0.967,1005,29.2,14.63,98,1147.46,350.27
2023-09-04,16,East,Dairy,0,9,0,0,0.074,491.05,5556,0.914,1179,16.9,16.74,81,1258.52,430.35
2023-09-26,13,East,Beverages,1,9,0,1,0.154,574.02,4402,0.935,940,6.6,13.81,112,1314.31,538.72
2024-01-04,9,East,Dairy,3,1,1,0,0.181,609.5,4168,0.911,1955,17.6,16.42,139,1868.85,893.32
2023-09-25,6,West,Snacks,0,9,0,1,0.175,624.78,5722,0.97,816,8.4,11.58,105,1005.92,374.75
2024-06-21,10,South,Personal Care,4,6,0,1,0.134,517.88,3640,0.997,1129,11.9,15.31,86,1137.32,287.47
2023-08-28,2,South,Beverages,0,8,0,1,0.197,818.71,6296,0.945,1164,13.3,14.46,126,1457.55,353.15
2023-11-13,4,West,Cleaning,0,11,0,0,0.127,580.88,4768,1.027,1266,22.1,11.99,48,504.67,151.91
2023-10-05,15,South,Cleaning,3,10,0,0,0.002,601.82,5448,1.024,1269,-0.3,9.15,124,1133.85,437.03
2023-05-14,18,West,Beverages,6,5,0,1,0.198,602.66,5809,1.024,1065,24.8,13.96,135,1511.05,504.97
2024-05-15,3,North,Beverages,2,5,0,1,0.252,888.7,7036,0.939,1002,24.6,16.4,120,1475.98,457.38
2023-06-21,2,East,Snacks,2,6,0,0,0.147,371.03,3514,1.135,628,23.7,13.6,65,759.44,236.09
2023-08-05,2,North,Personal Care,5,8,0,1,0.334,804.56,4837,0.908,1365,8.2,14.5,79,765.96,323.48
2024-08-01,16,East,Dairy,3,8,0,0,0.195,368.25,5504,0.926,1518,5.4,15.05,102,1238.44,245.61
2024-11-23,7,North,Cleaning,5,11,0,1,0.287,664.16,3818,0.897,1416,2.8,13.49,44,426.08,84.65
2024-05-04,7,North,Cleaning,5,5,0,1,0.368,312.61,2854,0.917,1499,32.9,12.27,71,547.89,188.61
2024-10-30,1,East,Cleaning,2,10,0,0,0.165,401.69,4214,0.893,931,4.1,10.7,63,565.35,203.01
2024-09-15,20,East,Dairy,6,9,0,0,0.13,464.57,5356,1.002,1000,8.1,15.08,77,1010.64,296.99
2023-12-18,9,West,Dairy,0,12,0,0,0.178,384.39,3824,0.88,1132,26.6,17.24,62,875.86,280.38
2024-07-16,16,East,Cleaning,1,7,0,0,0.086,730.99,5592,1.006,1038,13.6,12.7,128,1487.88,500.06
2023-08-28,15,South,Snacks,0,8,0,0,0.126,264.01,1496,0.921,793,16.1,14.04,39,484.3,151.82
2023-12-03,3,East,Personal Care,6,12,0,0,0.081,359.83,3130,0.981,976,20.4,16.66,59,905.42,320.38
2024-01-26,17,South,Beverages,4,1,0,0,0.144,305.22,1729,1.014,1374,24.1,16.12,99,1368.46,468.1
2024-12-02,12,South,Beverages,0,12,0,0,0.081,359.8,4282,1.115,1646,6.0,15.64,105,1513.45,491.36
2024-09-11,13,South,Cleaning,2,9,1,0,0.079,735.03,3313,0.946,1391,6.8,12.44,69,792.36,228.69
2023-12-24,5,North,Snacks,6,12,0,1,0.225,936.49,4859,0.956,915,15.8,15.22,127,1495.53,471.63
2024-04-21,17,West,Beverages,6,4,0,1,0.192,587.87,5426,0.936,910,37.6,15.57,146,1835.02,522.48
2023-05-28,19,West,Beverages,6,5,0,0,0.004,334.32,4459,0.975,954,20.4,11.44,123,1400.42,617.25
2024-08-10,9,North,Dairy,5,8,0,1,0.113,514.86,4602,0.956,1359,11.0,15.55,89,1232.63,476.39
2024-02-08,2,East,Personal Care,3,2,0,0,0.051,659.01,4990,1.048,772,24.5,13.27,91,1140.08,379.0
2024-01-24,17,South,Beverages,2,1,0,0,0.067,629.36,4872,0.979,1084,21.7,13.8,123,1589.7,611.75
2024-07-13,18,North,Beverages,5,7,0,0,0.145,433.04,3605,1.096,1112,22.1,14.23,71,866.07,311.61
2024-04-07,11,West,Dairy,6,4,0,0,0.133,226.62,2195,1.008,1714,20.9,12.82,93,1038.95,309.78
2023-02-22,12,North,Personal Care,2,2,0,0,0.184,240.93,3731,0.924,578,18.8,10.97,92,821.98,299.2
2023-07-30,5,North,Snacks,6,7,1,0,0.165,597.3,4844,0.96,1366,19.3,15.95,104,1382.15,603.84
2023-05-10,2,West,Personal Care,2,5,0,1,0.264,787.89,6368,0.914,988,32.5,14.15,107,1110.03,382.28
2024-06-20,19,North,Personal Care,3,6,0,1,0.237,369.42,4589,1.001,1640,20.6,10.12,100,771.71,261.46
2023-01-26,10,North,Snacks,3,1,0,0,0.133,398.59,2644,0.905,1170,17.9,13.39,112,1297.93,458.75
2023-05-28,6,West,Cleaning,6,5,1,0,0.186,828.93,5608,0.906,1280,18.8,13.23,126,1361.24,413.11
2024-03-12,14,North,Cleaning,1,3,0,0,0.175,415.2,3744,0.947,1096,36.1,11.61,37,350.54,91.68
2024-05-22,1,East,Dairy,2,5,0,1,0.223,938.34,5581,0.999,1180,25.9,16.74,112,1452.93,487.13
2024-01-03,2,East,Snacks,2,1,0,1,0.276,803.85,5346,1.013,1313,24.5,15.67,116,1320.45,516.23
2024-09-20,5,North,Cleaning,4,9,1,0,0.0,396.52,3068,1.089,1334,11.3,10.1,69,698.56,249.14
2024-11-01,10,South,Cleaning,4,11,0,0,0.103,403.17,4509,1.021,1618,11.6,11.8,112,1180.93,453.27
2023-04-07,8,North,Cleaning,4,4,0,0,0.102,429.41,2512,0.99,1032,17.0,11.37,98,998.19,359.19
2024-11-26,4,West,Personal Care,1,11,1,0,0.189,417.6,2859,1.012,1711,-1.8,11.56,44,408.09,107.56
2024-03-24,8,North,Dairy,6,3,0,1,0.294,544.82,4539,0.889,1226,32.4,12.96,90,827.68,254.21
2024-04-09,7,East,Cleaning,1,4,0,1,0.113,941.08,7476,0.9,1405,26.5,10.87,115,1105.24,299.17
2023-03-11,11,North,Personal Care,5,3,0,0,0.205,293.62,4330,0.991,1048,26.2,12.6,70,703.99,257.54
2024-03-29,12,West,Beverages,4,3,0,0,0.05,622.55,2891,0.957,932,17.4,14.9,103,1461.43,395.32
2024-06-13,18,North,Beverages,3,6,0,0,0.052,380.16,4857,1.004,1420,16.6,15.96,130,1961.15,648.85
2024-02-28,17,North,Snacks,2,2,0,0,0.106,445.9,5052,0.999,1279,28.4,14.92,87,1160.29,398.73
2023-03-03,6,South,Personal Care,4,3,0,0,0.101,539.9,3063,1.007,1235,35.4,14.55,38,501.66,132.31
2024-01-17,19,West,Snacks,2,1,0,0,0.026,354.23,1293,1.06,1159,14.3,13.83,44,589.62,215.64
2024-11-14,11,East,Cleaning,3,11,0,1,0.239,790.86,5508,1.002,1386,15.1,12.84,67,655.17,254.77
2024-06-12,4,North,Beverages,2,6,0,0,0.161,122.57,3878,0.99,989,23.1,14.29,76,910.54,363.82
2023-04-11,7,North,Snacks,1,4,0,0,0.183,520.35,5493,0.952,567,25.3,13.58,104,1152.39,353.21
2024-12-01,15,South,Dairy,6,12,0,0,0.094,55.04,1881,1.002,1625,25.1,17.66,45,720.82,266.62
2024-11-30,17,South,Beverages,5,11,0,0,0.118,413.7,5318,0.961,1183,8.4,11.24,87,861.04,299.99
